customer_id,plan_name,monthly_rate,start_date,is_active
77,Full-Fibre 300,31.95,2025-02-17,1
78,Full-Fibre 900,41.95,2024-01-23,1
79,Essential 100,19.95,2026-04-13,1
80,Full-Fibre 300,31.95,2025-10-26,1
81,Full-Fibre 300,31.95,2024-02-12,1
82,Full-Fibre 300,31.95,2024-07-23,1
83,Essential 100,19.95,2023-03-15,1
84,Full-Fibre 300,31.95,2023-05-19,1
85,Full-Fibre 900 - All In,48.95,2024-04-12,1
86,Full-Fibre 300,31.95,2024-11-28,1
87,Full-Fibre 300,31.95,2023-05-18,1
88,Essential 100,19.95,2025-08-23,1
89,Full-Fibre 500,35.95,2024-11-17,1
90,Full-Fibre 150,30.95,2025-02-07,1
91,Essential 100,19.95,2023-05-14,1
92,Full-Fibre 150,30.95,2023-08-19,1
93,Full-Fibre 900,41.95,2024-11-30,1
94,Full-Fibre 300,31.95,2025-07-24,1
95,Full-Fibre 150,30.95,2025-12-18,1
96,Essential 100,19.95,2024-05-04,1
97,Full-Fibre 300,31.95,2023-01-14,1
98,Full-Fibre 150,30.95,2024-03-29,1
99,Full-Fibre 900 - All In,48.95,2024-07-22,1
100,Essential 100,19.95,2025-06-11,1
101,Full-Fibre 900,41.95,2025-02-28,1
102,Full-Fibre 300,31.95,2024-09-08,1
103,Full-Fibre 150,30.95,2024-05-02,1
104,Full-Fibre 900 - All In,48.95,2024-12-30,1
105,Full-Fibre 900 - All In,48.95,2024-06-05,1
106,Full-Fibre 500,35.95,2023-09-12,1
107,Full-Fibre 150,30.95,2023-05-08,1
108,Full-Fibre 300,31.95,2024-05-13,1
109,Full-Fibre 500,35.95,2023-01-04,1
110,Full-Fibre 300,31.95,2024-09-24,1
111,Full-Fibre 150,30.95,2025-03-29,1
112,Full-Fibre 300,31.95,2025-10-15,1
113,Full-Fibre 300,31.95,2023-05-28,1
114,Full-Fibre 150,30.95,2024-05-19,1
115,Full-Fibre 300,31.95,2025-10-31,1
116,Full-Fibre 900,41.95,2024-09-25,1
117,Full-Fibre 300,31.95,2026-01-26,1
118,Full-Fibre 300,31.95,2025-03-23,1
119,Full-Fibre 900 - All In,48.95,2025-08-03,1
120,Full-Fibre 300,31.95,2024-02-06,1
121,Full-Fibre 150,30.95,2025-02-10,1
122,Full-Fibre 900,41.95,2024-12-20,1
123,Full-Fibre 300,31.95,2024-07-10,1
124,Full-Fibre 300,31.95,2023-06-06,1
125,Full-Fibre 150,30.95,2024-08-26,1
126,Full-Fibre 150,30.95,2025-12-19,1
127,Full-Fibre 150,30.95,2025-07-13,1
128,Full-Fibre 300,31.95,2023-12-29,1
129,Full-Fibre 300,31.95,2025-12-24,1
130,Full-Fibre 300,31.95,2023-04-10,1
131,Full-Fibre 300,31.95,2026-01-30,1
132,Full-Fibre 300,31.95,2025-06-04,1
133,Essential 100,19.95,2024-05-19,1
134,Full-Fibre 900,41.95,2025-09-28,1
135,Full-Fibre 150,30.95,2025-06-17,1
136,Essential 100,19.95,2025-10-25,1
137,Full-Fibre 500,35.95,2025-08-11,1
138,Essential 100,19.95,2023-10-22,1
139,Full-Fibre 300,31.95,2023-07-07,1
140,Full-Fibre 500,35.95,2024-08-20,1
141,Full-Fibre 150,30.95,2025-08-26,1
142,Full-Fibre 150,30.95,2024-12-11,1
143,Full-Fibre 500,35.95,2025-02-19,1
144,Full-Fibre 150,30.95,2024-06-12,1
145,Full-Fibre 300,31.95,2023-05-02,1
146,Full-Fibre 150,30.95,2024-04-03,1
147,Essential 100,19.95,2023-03-07,1
148,Full-Fibre 300,31.95,2023-04-22,1
149,Full-Fibre 900,41.95,2023-07-11,1
150,Full-Fibre 300,31.95,2023-09-15,1
151,Full-Fibre 150,30.95,2024-08-11,1
152,Full-Fibre 900,41.95,2024-10-26,1
153,Full-Fibre 500,35.95,2023-01-22,1
154,Full-Fibre 300,31.95,2025-09-27,1
155,Full-Fibre 500,35.95,2025-08-23,1
156,Essential 100,19.95,2024-09-23,1
157,Full-Fibre 900,41.95,2023-02-06,1
158,Essential 100,19.95,2024-04-15,1
159,Full-Fibre 300,31.95,2024-04-14,1
160,Essential 100,19.95,2025-03-10,1
161,Full-Fibre 300,31.95,2023-02-05,1
162,Full-Fibre 300,31.95,2025-10-03,1
163,Full-Fibre 300,31.95,2024-08-09,1
164,Full-Fibre 900,41.95,2024-03-26,1
165,Full-Fibre 300,31.95,2023-10-18,1
166,Full-Fibre 500,35.95,2023-07-09,1
167,Full-Fibre 500,35.95,2023-08-15,1
168,Full-Fibre 300,31.95,2025-10-06,1
169,Essential 100,19.95,2024-09-10,1
170,Full-Fibre 500,35.95,2024-07-12,1
171,Full-Fibre 300,31.95,2025-01-11,1
172,Full-Fibre 300,31.95,2025-01-29,1
173,Full-Fibre 900,41.95,2025-03-07,1
174,Essential 100,19.95,2025-06-11,1
175,Full-Fibre 300,31.95,2025-01-07,1
176,Essential 100,19.95,2023-03-22,1
177,Full-Fibre 500,35.95,2026-01-29,1
178,Full-Fibre 300,31.95,2023-11-19,1
179,Full-Fibre 150,30.95,2023-09-29,1
180,Full-Fibre 300,31.95,2024-05-13,1
181,Full-Fibre 300,31.95,2024-02-01,1
182,Full-Fibre 500,35.95,2024-05-09,1
183,Full-Fibre 300,31.95,2025-12-31,1
184,Full-Fibre 300,31.95,2024-07-30,1
185,Essential 100,19.95,2025-03-27,1
186,Full-Fibre 500,35.95,2026-02-04,1
187,Essential 100,19.95,2024-05-10,1
188,Full-Fibre 300,31.95,2024-07-10,1
189,Full-Fibre 300,31.95,2025-08-19,1
190,Full-Fibre 300,31.95,2025-02-09,1
191,Full-Fibre 150,30.95,2023-02-09,1
192,Full-Fibre 300,31.95,2023-12-21,1
193,Full-Fibre 500,35.95,2023-02-16,1
194,Essential 100,19.95,2023-09-07,1
195,Full-Fibre 300,31.95,2025-02-14,1
196,Full-Fibre 150,30.95,2025-04-25,1
197,Full-Fibre 300,31.95,2025-10-28,1
198,Essential 100,19.95,2026-02-08,1
199,Full-Fibre 500,35.95,2026-03-30,1
200,Full-Fibre 500,35.95,2025-06-16,1
201,Full-Fibre 150,30.95,2024-05-18,1
202,Full-Fibre 500,35.95,2023-02-25,1
203,Full-Fibre 900 - All In,48.95,2025-06-19,1
204,Full-Fibre 900,41.95,2026-03-22,1
205,Full-Fibre 300,31.95,2024-03-09,1
206,Full-Fibre 500,35.95,2023-03-08,1
207,Essential 100,19.95,2023-08-03,1
208,Full-Fibre 300,31.95,2024-03-24,1
209,Full-Fibre 900 - All In,48.95,2023-01-15,1
210,Essential 100,19.95,2026-01-15,1
211,Full-Fibre 150,30.95,2026-03-03,1
212,Full-Fibre 300,31.95,2023-10-18,1
213,Full-Fibre 300,31.95,2023-05-26,1
214,Essential 100,19.95,2023-07-19,1
215,Full-Fibre 500,35.95,2025-06-14,1
216,Full-Fibre 500,35.95,2025-06-18,1
217,Full-Fibre 300,31.95,2024-09-15,1
218,Essential 100,19.95,2025-07-19,1
219,Full-Fibre 300,31.95,2025-05-13,1
220,Full-Fibre 150,30.95,2023-07-11,1
221,Full-Fibre 150,30.95,2025-05-26,1
222,Full-Fibre 300,31.95,2025-03-15,1
223,Full-Fibre 500,35.95,2024-01-13,1
224,Full-Fibre 300,31.95,2025-01-09,1
225,Full-Fibre 300,31.95,2024-01-26,1
226,Full-Fibre 300,31.95,2023-05-22,1
227,Full-Fibre 900,41.95,2026-03-15,1
228,Essential 100,19.95,2024-03-04,1
229,Essential 100,19.95,2024-07-19,1
230,Full-Fibre 150,30.95,2023-02-03,1
231,Full-Fibre 150,30.95,2024-03-13,1
232,Full-Fibre 500,35.95,2024-03-07,1
233,Full-Fibre 300,31.95,2025-03-18,1
234,Full-Fibre 300,31.95,2025-04-30,1
235,Full-Fibre 150,30.95,2026-01-14,1
236,Essential 100,19.95,2024-02-09,1
237,Full-Fibre 900,41.95,2023-03-11,1
238,Full-Fibre 300,31.95,2026-03-30,1
239,Full-Fibre 300,31.95,2023-05-23,1
240,Essential 100,19.95,2023-02-27,1
241,Full-Fibre 500,35.95,2026-04-10,1
242,Full-Fibre 300,31.95,2023-06-07,1
243,Full-Fibre 900,41.95,2023-11-12,1
244,Essential 100,19.95,2023-10-30,1
245,Full-Fibre 300,31.95,2024-12-28,1
246,Full-Fibre 150,30.95,2026-03-16,1
247,Full-Fibre 150,30.95,2024-03-23,1
248,Full-Fibre 150,30.95,2023-03-28,1
249,Full-Fibre 300,31.95,2025-12-15,1
250,Full-Fibre 900,41.95,2024-12-03,1
251,Full-Fibre 300,31.95,2023-05-11,1
252,Full-Fibre 150,30.95,2025-05-27,1
253,Full-Fibre 500,35.95,2023-09-09,1
254,Full-Fibre 300,31.95,2026-02-07,1
255,Full-Fibre 500,35.95,2023-06-23,1
256,Full-Fibre 150,30.95,2024-04-05,1
257,Full-Fibre 500,35.95,2023-01-11,1
258,Full-Fibre 900 - All In,48.95,2024-01-17,1
259,Full-Fibre 150,30.95,2025-05-29,1
260,Full-Fibre 150,30.95,2023-01-13,1
261,Full-Fibre 300,31.95,2024-03-09,1
262,Full-Fibre 300,31.95,2026-03-26,1
263,Full-Fibre 900 - All In,48.95,2024-08-04,1
264,Full-Fibre 900,41.95,2025-07-01,1
265,Full-Fibre 900 - All In,48.95,2025-07-02,1
266,Full-Fibre 150,30.95,2023-02-27,1
267,Full-Fibre 900,41.95,2023-05-13,1
268,Full-Fibre 150,30.95,2023-08-28,1
269,Full-Fibre 300,31.95,2024-10-01,1
270,Full-Fibre 900 - All In,48.95,2024-07-24,1
271,Essential 100,19.95,2024-08-09,1
272,Full-Fibre 150,30.95,2024-07-12,1
273,Full-Fibre 300,31.95,2025-12-26,1
274,Full-Fibre 900,41.95,2023-04-30,1
275,Essential 100,19.95,2025-10-19,1
276,Full-Fibre 300,31.95,2023-11-06,1
277,Full-Fibre 300,31.95,2025-08-14,1
278,Full-Fibre 300,31.95,2024-04-03,1
279,Full-Fibre 300,31.95,2024-04-21,1
280,Full-Fibre 300,31.95,2025-12-28,1
281,Full-Fibre 500,35.95,2023-06-20,1
282,Essential 100,19.95,2025-01-01,1
283,Full-Fibre 150,30.95,2025-03-13,1
284,Full-Fibre 150,30.95,2025-11-13,1
285,Full-Fibre 900 - All In,48.95,2023-11-03,1
286,Full-Fibre 300,31.95,2023-09-01,1
287,Full-Fibre 900,41.95,2025-02-01,1
288,Full-Fibre 300,31.95,2025-05-08,1
289,Full-Fibre 500,35.95,2024-01-04,1
290,Full-Fibre 300,31.95,2025-01-12,1
291,Full-Fibre 300,31.95,2023-08-13,1
292,Full-Fibre 500,35.95,2025-08-18,1
293,Essential 100,19.95,2025-06-19,1
294,Full-Fibre 300,31.95,2026-01-05,1
295,Full-Fibre 500,35.95,2025-03-24,1
296,Full-Fibre 500,35.95,2024-05-14,1
297,Full-Fibre 500,35.95,2025-11-28,1
298,Essential 100,19.95,2025-01-20,1
299,Full-Fibre 300,31.95,2026-04-14,1
300,Full-Fibre 300,31.95,2025-07-23,1
301,Full-Fibre 300,31.95,2023-10-18,1
302,Essential 100,19.95,2024-02-12,1
303,Full-Fibre 500,35.95,2025-05-28,1
304,Full-Fibre 500,35.95,2023-01-01,1
305,Full-Fibre 300,31.95,2024-09-24,1
306,Full-Fibre 500,35.95,2025-08-29,1
307,Full-Fibre 300,31.95,2025-06-21,1
308,Full-Fibre 150,30.95,2025-08-10,1
309,Full-Fibre 900,41.95,2024-11-12,1
310,Full-Fibre 500,35.95,2025-12-22,1
311,Full-Fibre 900,41.95,2026-02-01,1
312,Essential 100,19.95,2024-10-14,1
313,Full-Fibre 300,31.95,2024-04-07,1
314,Full-Fibre 300,31.95,2023-08-06,1
315,Essential 100,19.95,2026-01-28,1
316,Full-Fibre 300,31.95,2024-05-02,1
317,Full-Fibre 900,41.95,2025-06-09,1
318,Full-Fibre 150,30.95,2025-01-25,1
319,Full-Fibre 900,41.95,2025-03-12,1
320,Full-Fibre 900,41.95,2023-12-25,1
321,Full-Fibre 150,30.95,2023-07-24,1
322,Full-Fibre 300,31.95,2025-08-07,1
323,Full-Fibre 900,41.95,2024-02-23,1
324,Full-Fibre 900 - All In,48.95,2024-01-18,1
325,Essential 100,19.95,2024-09-03,1
326,Full-Fibre 300,31.95,2023-03-22,1
327,Full-Fibre 300,31.95,2024-03-31,1
328,Full-Fibre 300,31.95,2024-03-15,1
329,Full-Fibre 900,41.95,2023-12-22,1
330,Full-Fibre 300,31.95,2023-11-18,1
331,Full-Fibre 300,31.95,2024-11-26,1
332,Full-Fibre 150,30.95,2023-07-07,1
333,Full-Fibre 150,30.95,2024-08-10,1
334,Full-Fibre 900,41.95,2024-02-11,1
335,Full-Fibre 500,35.95,2023-11-30,1
336,Essential 100,19.95,2025-01-29,1
337,Full-Fibre 300,31.95,2025-09-10,1
338,Essential 100,19.95,2025-09-19,1
339,Full-Fibre 150,30.95,2024-10-30,1
340,Full-Fibre 500,35.95,2025-04-08,1
341,Full-Fibre 900,41.95,2024-05-17,1
342,Full-Fibre 150,30.95,2025-02-02,1
343,Full-Fibre 300,31.95,2025-07-11,1
344,Full-Fibre 500,35.95,2023-08-19,1
345,Full-Fibre 900,41.95,2024-06-29,1
346,Full-Fibre 150,30.95,2023-12-28,1
347,Full-Fibre 500,35.95,2025-05-25,1
348,Essential 100,19.95,2025-04-11,1
349,Full-Fibre 300,31.95,2024-11-20,1
350,Full-Fibre 300,31.95,2025-01-09,1
351,Full-Fibre 300,31.95,2025-12-08,1
352,Full-Fibre 900,41.95,2025-07-31,1
353,Full-Fibre 500,35.95,2024-08-05,1
354,Full-Fibre 300,31.95,2024-06-19,1
355,Full-Fibre 300,31.95,2025-01-28,1
356,Essential 100,19.95,2025-07-29,1
357,Essential 100,19.95,2025-04-27,1
358,Full-Fibre 500,35.95,2025-01-30,1
359,Essential 100,19.95,2023-03-04,1
360,Full-Fibre 300,31.95,2024-01-05,1
361,Full-Fibre 150,30.95,2024-02-10,1
362,Full-Fibre 900,41.95,2024-11-29,1
363,Full-Fibre 300,31.95,2024-10-20,1
364,Full-Fibre 150,30.95,2024-01-02,1
365,Full-Fibre 300,31.95,2026-04-19,1
366,Essential 100,19.95,2025-06-30,1
367,Full-Fibre 150,30.95,2023-07-05,1
368,Essential 100,19.95,2025-09-11,1
369,Full-Fibre 300,31.95,2023-11-28,1
370,Full-Fibre 300,31.95,2023-07-04,1
371,Essential 100,19.95,2024-06-13,1
372,Essential 100,19.95,2025-08-14,1
373,Full-Fibre 300,31.95,2025-05-27,1
374,Full-Fibre 150,30.95,2026-04-17,1
375,Full-Fibre 150,30.95,2023-02-16,1
376,Full-Fibre 900 - All In,48.95,2023-05-25,1
377,Full-Fibre 150,30.95,2025-01-10,1
378,Essential 100,19.95,2024-09-20,1
379,Full-Fibre 300,31.95,2024-07-20,1
380,Full-Fibre 300,31.95,2023-08-22,1
381,Full-Fibre 900 - All In,48.95,2025-04-12,1
382,Full-Fibre 500,35.95,2023-09-13,1
383,Full-Fibre 150,30.95,2025-10-09,1
384,Full-Fibre 300,31.95,2023-10-17,1
385,Full-Fibre 300,31.95,2026-04-11,1
386,Full-Fibre 300,31.95,2024-03-17,1
387,Full-Fibre 300,31.95,2026-03-09,1
388,Essential 100,19.95,2023-10-20,1
389,Full-Fibre 900,41.95,2024-06-21,1
390,Full-Fibre 150,30.95,2024-02-02,1
391,Essential 100,19.95,2025-04-25,1
392,Full-Fibre 300,31.95,2023-07-31,1
393,Full-Fibre 500,35.95,2025-03-07,1
394,Full-Fibre 300,31.95,2024-12-28,1
395,Full-Fibre 300,31.95,2024-01-27,1
396,Full-Fibre 300,31.95,2023-03-06,1
397,Full-Fibre 300,31.95,2025-10-04,1
398,Essential 100,19.95,2025-09-25,1
399,Full-Fibre 900,41.95,2025-08-08,1
400,Full-Fibre 300,31.95,2024-03-06,1
401,Essential 100,19.95,2023-06-24,1
402,Full-Fibre 300,31.95,2024-08-22,1
403,Essential 100,19.95,2024-11-15,1
404,Full-Fibre 300,31.95,2025-02-04,1
405,Essential 100,19.95,2025-03-26,1
406,Full-Fibre 300,31.95,2025-08-07,1
407,Full-Fibre 300,31.95,2025-09-27,1
408,Full-Fibre 900 - All In,48.95,2026-03-03,1
409,Full-Fibre 500,35.95,2025-02-18,1
410,Full-Fibre 150,30.95,2025-01-21,1
411,Full-Fibre 300,31.95,2023-07-16,1
412,Full-Fibre 150,30.95,2025-06-19,1
413,Full-Fibre 150,30.95,2025-06-25,1
414,Full-Fibre 500,35.95,2026-01-09,1
415,Full-Fibre 300,31.95,2024-01-06,1
416,Full-Fibre 500,35.95,2024-12-11,1
417,Full-Fibre 300,31.95,2025-10-07,1
418,Full-Fibre 500,35.95,2025-03-02,1
419,Full-Fibre 900 - All In,48.95,2025-04-16,1
420,Full-Fibre 150,30.95,2023-12-08,1
421,Essential 100,19.95,2024-02-15,1
422,Full-Fibre 500,35.95,2025-06-19,1
423,Essential 100,19.95,2024-12-25,1
424,Essential 100,19.95,2024-01-22,1
425,Full-Fibre 300,31.95,2025-01-27,1
426,Full-Fibre 300,31.95,2023-03-30,1
427,Full-Fibre 500,35.95,2024-07-09,1
428,Full-Fibre 300,31.95,2025-07-02,1
429,Full-Fibre 150,30.95,2024-01-13,1
430,Full-Fibre 300,31.95,2025-10-11,1
431,Full-Fibre 900,41.95,2025-12-19,1
432,Essential 100,19.95,2025-09-09,1
433,Full-Fibre 900,41.95,2026-02-05,1
434,Full-Fibre 900 - All In,48.95,2024-08-30,1
435,Full-Fibre 300,31.95,2023-03-08,1
436,Full-Fibre 150,30.95,2026-02-27,1
437,Full-Fibre 300,31.95,2026-03-12,1
438,Full-Fibre 900 - All In,48.95,2026-01-24,1
439,Full-Fibre 150,30.95,2026-04-17,1
440,Essential 100,19.95,2024-04-05,1
441,Essential 100,19.95,2025-09-28,1
442,Full-Fibre 150,30.95,2024-06-11,1
443,Full-Fibre 300,31.95,2023-10-07,1
444,Full-Fibre 500,35.95,2025-11-04,1
445,Full-Fibre 300,31.95,2025-04-22,1
446,Full-Fibre 150,30.95,2023-04-09,1
447,Essential 100,19.95,2025-02-25,1
448,Full-Fibre 150,30.95,2024-11-13,1
449,Full-Fibre 300,31.95,2024-11-29,1
450,Essential 100,19.95,2025-05-14,1
451,Full-Fibre 900 - All In,48.95,2025-02-07,1
452,Full-Fibre 500,35.95,2025-05-15,1
453,Full-Fibre 150,30.95,2024-08-16,1
454,Full-Fibre 300,31.95,2024-11-06,1
455,Essential 100,19.95,2025-09-24,1
456,Full-Fibre 900,41.95,2024-05-07,1
457,Full-Fibre 150,30.95,2025-11-11,1
458,Full-Fibre 300,31.95,2025-02-20,1
459,Full-Fibre 150,30.95,2024-06-22,1
460,Full-Fibre 500,35.95,2023-11-03,1
461,Full-Fibre 300,31.95,2023-11-30,1
462,Essential 100,19.95,2025-12-08,1
463,Full-Fibre 300,31.95,2024-02-16,1
464,Full-Fibre 150,30.95,2023-06-07,1
465,Full-Fibre 900 - All In,48.95,2023-05-08,1
466,Full-Fibre 500,35.95,2024-06-29,1
467,Full-Fibre 300,31.95,2024-12-27,1
468,Essential 100,19.95,2025-02-27,1
469,Full-Fibre 150,30.95,2024-03-28,1
470,Full-Fibre 300,31.95,2024-07-23,1
471,Full-Fibre 300,31.95,2025-04-25,1
472,Full-Fibre 300,31.95,2023-03-22,1
473,Full-Fibre 300,31.95,2023-01-17,1
474,Full-Fibre 300,31.95,2026-03-10,1
475,Full-Fibre 150,30.95,2024-03-25,1
476,Full-Fibre 300,31.95,2023-07-03,1
477,Full-Fibre 900,41.95,2025-03-02,1
478,Essential 100,19.95,2025-01-08,1
479,Full-Fibre 900 - All In,48.95,2025-03-29,1
480,Full-Fibre 900 - All In,48.95,2024-07-22,1
481,Full-Fibre 150,30.95,2025-08-12,1
482,Full-Fibre 300,31.95,2025-01-15,1
483,Full-Fibre 150,30.95,2024-10-25,1
484,Full-Fibre 500,35.95,2024-05-30,1
485,Full-Fibre 500,35.95,2025-06-22,1
486,Full-Fibre 300,31.95,2025-06-21,1
487,Full-Fibre 500,35.95,2026-01-06,1
488,Full-Fibre 150,30.95,2024-12-07,1
489,Full-Fibre 900,41.95,2025-06-29,1
490,Full-Fibre 150,30.95,2024-03-14,1
491,Essential 100,19.95,2025-07-04,1
492,Full-Fibre 900,41.95,2025-07-28,1
493,Full-Fibre 300,31.95,2024-03-06,1
494,Full-Fibre 300,31.95,2024-05-30,1
495,Essential 100,19.95,2024-11-15,1
496,Full-Fibre 900 - All In,48.95,2023-02-24,1
497,Full-Fibre 150,30.95,2024-04-23,1
498,Full-Fibre 300,31.95,2023-03-31,1
499,Full-Fibre 150,30.95,2025-01-21,1
500,Full-Fibre 500,35.95,2024-10-26,1
501,Full-Fibre 300,31.95,2023-02-25,1
502,Essential 100,19.95,2025-08-20,1
503,Essential 100,19.95,2025-08-01,1
504,Full-Fibre 150,30.95,2024-05-23,1
505,Full-Fibre 300,31.95,2025-05-27,1
506,Full-Fibre 300,31.95,2025-01-12,1
507,Full-Fibre 300,31.95,2024-10-29,1
508,Full-Fibre 900 - All In,48.95,2025-05-24,1
509,Full-Fibre 300,31.95,2023-02-19,1
510,Full-Fibre 150,30.95,2023-04-15,1
511,Full-Fibre 150,30.95,2023-03-29,1
512,Full-Fibre 300,31.95,2023-02-01,1
513,Essential 100,19.95,2024-09-23,1
514,Full-Fibre 900,41.95,2024-09-11,1
515,Full-Fibre 300,31.95,2024-12-27,1
516,Full-Fibre 300,31.95,2023-05-27,1
517,Essential 100,19.95,2024-02-10,1
518,Full-Fibre 300,31.95,2023-06-07,1
519,Full-Fibre 300,31.95,2024-06-29,1
520,Full-Fibre 300,31.95,2024-10-29,1
521,Full-Fibre 500,35.95,2024-05-28,1
522,Essential 100,19.95,2024-07-14,1
523,Full-Fibre 150,30.95,2026-02-21,1
524,Essential 100,19.95,2024-07-25,1
525,Full-Fibre 300,31.95,2023-06-26,1
526,Full-Fibre 500,35.95,2023-07-14,1
527,Full-Fibre 900,41.95,2024-08-03,1
528,Full-Fibre 300,31.95,2023-10-27,1
529,Full-Fibre 150,30.95,2024-01-04,1
530,Full-Fibre 900,41.95,2026-01-29,1
531,Full-Fibre 150,30.95,2023-12-02,1
532,Essential 100,19.95,2023-07-04,1
533,Full-Fibre 500,35.95,2023-05-16,1
534,Full-Fibre 300,31.95,2023-04-18,1
535,Full-Fibre 300,31.95,2024-06-07,1
536,Full-Fibre 300,31.95,2023-02-24,1
537,Full-Fibre 150,30.95,2024-08-24,1
538,Full-Fibre 300,31.95,2025-11-04,1
539,Full-Fibre 300,31.95,2023-10-11,1
540,Essential 100,19.95,2023-07-18,1
541,Full-Fibre 150,30.95,2026-03-30,1
542,Full-Fibre 150,30.95,2025-12-25,1
543,Full-Fibre 500,35.95,2025-05-02,1
544,Essential 100,19.95,2023-12-09,1
545,Essential 100,19.95,2024-11-12,1
546,Full-Fibre 300,31.95,2025-06-29,1
547,Full-Fibre 300,31.95,2024-09-10,1
548,Essential 100,19.95,2024-09-14,1
549,Full-Fibre 300,31.95,2024-12-12,1
550,Full-Fibre 900,41.95,2025-06-06,1
551,Full-Fibre 150,30.95,2024-04-30,1
552,Essential 100,19.95,2024-05-23,1
553,Full-Fibre 300,31.95,2023-09-14,1
554,Full-Fibre 300,31.95,2023-09-26,1
555,Full-Fibre 300,31.95,2026-03-04,1
556,Essential 100,19.95,2025-04-02,1
557,Full-Fibre 900 - All In,48.95,2025-01-25,1
558,Full-Fibre 900 - All In,48.95,2023-05-19,1
559,Full-Fibre 900 - All In,48.95,2025-12-13,1
560,Full-Fibre 900,41.95,2024-12-09,1
561,Full-Fibre 300,31.95,2025-02-02,1
562,Full-Fibre 500,35.95,2025-02-22,1
563,Full-Fibre 900,41.95,2023-05-21,1
564,Full-Fibre 300,31.95,2023-09-30,1
565,Full-Fibre 500,35.95,2023-05-14,1
566,Full-Fibre 300,31.95,2026-03-25,1
567,Full-Fibre 150,30.95,2025-07-01,1
